Sumber,Rujuk,Keterangan
MK.OA.01,kawalan,8.5.6 Kawalan perubahan
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah menyemak semula dan mengawal perubahan terhadap pengeluaran atau penyediaan perkhidmatan, 
setakat yang perlu bagi memastikan keakuran berterusan terhadap keperluan. Pengurusan Syarikat hendaklah mengekalkan maklumat didokumentasikan yang memerihalkan hasil kajian semula perubahan, orang yang membenarkan perubahan, dan apa-apa tindakan yang perlu hasil daripada kajian semula itu."
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah melaksanakan perkiraan terancang, pada tahap yang sesuai, untuk menentusahkan bahawa keperluan produk dan perkhidmatan telah dipenuhi."
MK.OA.01,pelanggan,"Pelepasan produk dan perkhidmatan kepada pelanggan tidak perlu diteruskan sehingga perkiraan terancang disiapkan dengan memuaskan, melainkan jika diluluskan sebaliknya oleh pihak berkuasa yang relevan dan, jika berkenaan, oleh pelanggan."
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah mengekalkan maklumat didokumentasikan tentang pelepasan produk dan perkhidmatan. Maklumat didokumentasikan ini hendaklah termasuk:
MK.OA.01,kawalan,8.7 Kawalan output tak akur
MK.OA.01,dasar,"Pengurusan Syarikat hendaklah menyediakan prosedur bagi memastikan produk sentiasa memenuhi keperluan yang ditetapkan. Pengurusan Syarikat akan mengenalpasti output tak akur dan pengasingan dilakukan serta tindakan pembetulan akan dilaksanakan berdasarkan prosedur tindakan pembetulan yang berkuatkuasa. Output tak akur adalah dokumen-dokumen proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem yang tidak diselenggara dengan betul. Semua output tak akur hendaklah dikenalpasti oleh Pengurusan Syarikat bagi menentukan sebarang kepincangan atau ketidakpatuhan akan diambil tindakan pembetulan, pencegahan serta penambahbaikan yang diperlukan."
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah menyediakan prosedur bagi memastikan produk sentiasa memenuhi keperluan yang ditetapkan. Pengurusan Syarikat akan mengenalpasti output tak akur dan pengasingan dilakukan serta tindakan pembetulan akan dilaksanakan berdasarkan prosedur tindakan pembetulan yang berkuatkuasa. Output tak akur adalah dokumen-dokumen proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem yang tidak diselenggara dengan betul. Semua output tak akur hendaklah dikenalpasti oleh Pengurusan Syarikat bagi menentukan sebarang kepincangan atau ketidakpatuhan akan diambil tindakan pembetulan, pencegahan serta penambahbaikan yang diperlukan."
MK.OA.01,penambahbaikan,"Pengurusan Syarikat hendaklah menyediakan prosedur bagi memastikan produk sentiasa memenuhi keperluan yang ditetapkan. Pengurusan Syarikat akan mengenalpasti output tak akur dan pengasingan dilakukan serta tindakan pembetulan akan dilaksanakan berdasarkan prosedur tindakan pembetulan yang berkuatkuasa. Output tak akur adalah dokumen-dokumen proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem yang tidak diselenggara dengan betul. Semua output tak akur hendaklah dikenalpasti oleh Pengurusan Syarikat bagi menentukan sebarang kepincangan atau ketidakpatuhan akan diambil tindakan pembetulan, pencegahan serta penambahbaikan yang diperlukan."
MK.OA.01,ketakakuran,a. memerihalkan ketakakuran;
MK.OA.01,ketakakuran,d. mengenal pasti kuasa yang memutuskan tindakan berkenaan dengan ketakakuran.
MK.OA.01,prestasi,9.0 Penilaian prestasi
MK.OA.01,ukur,"9.1 Pemantauan, pengukuran, analisis dan penilaian"
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah merancang, mewujud dan melaksanakan proses pemantauan bagi pengukuran, analisis dan penambahbaikan QMS. Pengurusan Syarikat hendaklah menyediakan prosedur bagi memantau dan mengukur proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem dilaksanakan secara berterusan. Pengurusan Syarikat hendaklah mengguna pakai teknik-teknik statistik bagi tujuan penambah baikan yang berterusan."
MK.OA.01,ukur,"Pengurusan Syarikat hendaklah merancang, mewujud dan melaksanakan proses pemantauan bagi pengukuran, analisis dan penambahbaikan QMS. Pengurusan Syarikat hendaklah menyediakan prosedur bagi memantau dan mengukur proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem dilaksanakan secara berterusan. Pengurusan Syarikat hendaklah mengguna pakai teknik-teknik statistik bagi tujuan penambah baikan yang berterusan."
MK.OA.01,penambahbaikan,"Pengurusan Syarikat hendaklah merancang, mewujud dan melaksanakan proses pemantauan bagi pengukuran, analisis dan penambahbaikan QMS. Pengurusan Syarikat hendaklah menyediakan prosedur bagi memantau dan mengukur proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem dilaksanakan secara berterusan. Pengurusan Syarikat hendaklah mengguna pakai teknik-teknik statistik bagi tujuan penambah baikan yang berterusan."
MK.OA.01,pelanggan,9.1.2 Kepuasan pelanggan
MK.OA.01,pengurusan,"Pengurusan Syarikat menyediakan kaedah untuk mengukur kepuasan pelanggan tehadap perkhidmatan yang dibekalkan. Kepuasan pelanggan diukur melalui kaedah maklumbalas pelanggan, Audit dalaman dan hendaklah dibentangkan dalam Mesyuarat Kajian Semula Pengurusan."
MK.OA.01,ukur,"Pengurusan Syarikat menyediakan kaedah untuk mengukur kepuasan pelanggan tehadap perkhidmatan yang dibekalkan. Kepuasan pelanggan diukur melalui kaedah maklumbalas pelanggan, Audit dalaman dan hendaklah dibentangkan dalam Mesyuarat Kajian Semula Pengurusan."
MK.OA.01,pelanggan,"Pengurusan Syarikat menyediakan kaedah untuk mengukur kepuasan pelanggan tehadap perkhidmatan yang dibekalkan. Kepuasan pelanggan diukur melalui kaedah maklumbalas pelanggan, Audit dalaman dan hendaklah dibentangkan dalam Mesyuarat Kajian Semula Pengurusan."
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah mengenalpasti kaedah bagi menganalisis data yang berkaitan dalam menentukan pelaksanaan QMS sentiasa berkesan. Analisis data akan meliputi sumber-sumber bagi tindakan penambahbaikan ke atas QMS. Analisis data hendaklah menyalurkan maklumat-maklumat berikut:
MK.OA.01,penambahbaikan,Pengurusan Syarikat hendaklah mengenalpasti kaedah bagi menganalisis data yang berkaitan dalam menentukan pelaksanaan QMS sentiasa berkesan. Analisis data akan meliputi sumber-sumber bagi tindakan penambahbaikan ke atas QMS. Analisis data hendaklah menyalurkan maklumat-maklumat berikut:
MK.OA.01,pelanggan,b. tahap kepuasan pelanggan;
MK.OA.01,pengurusan,c. prestasi dan keberkesanan sistem pengurusan kualiti;
MK.OA.01,prestasi,c. prestasi dan keberkesanan sistem pengurusan kualiti;
MK.OA.01,prestasi,f. prestasi penyedia luar;
MK.OA.01,pengurusan,g. keperluan untuk menambah baik sistem pengurusan kualiti
MK.OA.01,pengurusan,Audit dalaman hendaklah dijadualkan dan dijalankan oleh Eksekutif terlatih dan laporan Audit dalaman dibentangkan dalam Mesyuarat Kajian Semula Pengurusan dan hendaklah mengambil tindakan pembetulan ke atas kelemahan yang dikesan. Audit susulan akan dijalankan untuk mengesan keberkesanan tindakan pembetulan dan laporan susulan disediakan bagi makluman kepada Pengurusan Syarikat.
MK.OA.01,pengurusan,Pengurusan Syarikat akan melatih dan melantik Juru Audit dalaman untuk menjalankan Audit dalaman sekurang-kurangnya dua kali setahun untuk memastikan QMS memenuhi perkara-perkara berikut;
MK.OA.01,objektif,a. Selaras dengan perancangan strategik dan objektif kualiti;
MK.OA.01,rekod,"Satu prosedur perlu didokumenkan bagi menjelaskan tanggungjawab-tanggungjawab, perancangan dan syarat-syarat menjalankan audit. Hasil laporan Audit dalaman hendaklah direkodkan."
MK.OA.01,tanggungjawab,"Satu prosedur perlu didokumenkan bagi menjelaskan tanggungjawab-tanggungjawab, perancangan dan syarat-syarat menjalankan audit. Hasil laporan Audit dalaman hendaklah direkodkan."
MK.OA.01,pengurusan,Pihak pengurusan Syarikat di bahagian yang diaudit akan memastikan tindakan-tindakan telah diambil dengan segera untuk menghindarkan ketidakakuran dan punca berlaku nya ketidakakuran. Tindakan susulan dilaksanakan untuk pengesahan tindakan-tindakan yang telah diambil dan dilaporkan (lihat 10.2).
MK.OA.01,pengurusan,9.3 Kajian semula pengurusan
MK.OA.01,rekod,"Pihak pengurusan Syarikat hendaklah melaksanakan Kajian Semula Pengurusan ke atas QMS secara berkala (sekurang-kurangnya sekali dalam tempoh setahun) bagi memastikan QMS terus sesuai, mencukupi dan berkesan. Kajian semula ini hendaklah meliputi penilaian ke atas peluang-peluang penambahbaikan dan keperluan perubahan kepada QMS termasuk dasar kualiti dan objektif-objektif kualiti. Rekod Kajian Semula Pengurusan hendaklah disenggara."
MK.OA.01,objektif,"Pihak pengurusan Syarikat hendaklah melaksanakan Kajian Semula Pengurusan ke atas QMS secara berkala (sekurang-kurangnya sekali dalam tempoh setahun) bagi memastikan QMS terus sesuai, mencukupi dan berkesan. Kajian semula ini hendaklah meliputi penilaian ke atas peluang-peluang penambahbaikan dan keperluan perubahan kepada QMS termasuk dasar kualiti dan objektif-objektif kualiti. Rekod Kajian Semula Pengurusan hendaklah disenggara."
MK.OA.01,dasar,"Pihak pengurusan Syarikat hendaklah melaksanakan Kajian Semula Pengurusan ke atas QMS secara berkala (sekurang-kurangnya sekali dalam tempoh setahun) bagi memastikan QMS terus sesuai, mencukupi dan berkesan. Kajian semula ini hendaklah meliputi penilaian ke atas peluang-peluang penambahbaikan dan keperluan perubahan kepada QMS termasuk dasar kualiti dan objektif-objektif kualiti. Rekod Kajian Semula Pengurusan hendaklah disenggara."
MK.OA.01,pengurusan,"Pihak pengurusan Syarikat hendaklah melaksanakan Kajian Semula Pengurusan ke atas QMS secara berkala (sekurang-kurangnya sekali dalam tempoh setahun) bagi memastikan QMS terus sesuai, mencukupi dan berkesan. Kajian semula ini hendaklah meliputi penilaian ke atas peluang-peluang penambahbaikan dan keperluan perubahan kepada QMS termasuk dasar kualiti dan objektif-objektif kualiti. Rekod Kajian Semula Pengurusan hendaklah disenggara."
MK.OA.01,penambahbaikan,"Pihak pengurusan Syarikat hendaklah melaksanakan Kajian Semula Pengurusan ke atas QMS secara berkala (sekurang-kurangnya sekali dalam tempoh setahun) bagi memastikan QMS terus sesuai, mencukupi dan berkesan. Kajian semula ini hendaklah meliputi penilaian ke atas peluang-peluang penambahbaikan dan keperluan perubahan kepada QMS termasuk dasar kualiti dan objektif-objektif kualiti. Rekod Kajian Semula Pengurusan hendaklah disenggara."
MK.OA.01,pengurusan,Kajian Semula Pengurusan hendaklah meliputi: 
MK.OA.01,pengurusan,b. Tindakan susulan daripada Kajian Semula Pengurusan yang lepas;
MK.OA.01,pelanggan,c. Maklumbalas pelanggan;
MK.OA.01,prestasi,d. Prestasi proses penyampaian perkhidmatan yang tidak memenuhi keperluan yang ditetapkan;
MK.OA.01,penambahbaikan,g. Cadangan-cadangan untuk penambahbaikan.
MK.OA.01,pengurusan,Hasil Kajian Semula Pengurusan akan meliputi keputusan dan tindakan yang merangkumi perkara-perkara berikut:
MK.OA.01,penambahbaikan,a. Penambahbaikan ke atas proses-proses terlibat;
MK.OA.01,pelanggan,b. Penambahbaikan perkhidmatan berkaitan dengan keperluan pelanggan; dan
MK.OA.01,penambahbaikan,b. Penambahbaikan perkhidmatan berkaitan dengan keperluan pelanggan; dan
MK.OA.01,penambahbaikan,10.0 Penambahbaikan
MK.OA.01,objektif,"Pengurusan Syarikat hendaklah menjalankan pemantauan dan pengukuran ke atas QMS bagi semua proses dan produk akhir yang terlibat. Kaedah pemantauan yang sesuai akan dilaksanakan bagi menentukan proses-proses yang di rancang sentiasa menghasilkan objektif kualiti yang ditetapkan. Sekiranya hasil yang dirancang itu tidak mencapai sasaran, tindakan pembetulan dan pencegahan akan dilaksanakan bagi memastikan pemantauan kepada proses-proses dan sasaran yang dirancang."
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah menjalankan pemantauan dan pengukuran ke atas QMS bagi semua proses dan produk akhir yang terlibat. Kaedah pemantauan yang sesuai akan dilaksanakan bagi menentukan proses-proses yang di rancang sentiasa menghasilkan objektif kualiti yang ditetapkan. Sekiranya hasil yang dirancang itu tidak mencapai sasaran, tindakan pembetulan dan pencegahan akan dilaksanakan bagi memastikan pemantauan kepada proses-proses dan sasaran yang dirancang."
MK.OA.01,ukur,"Pengurusan Syarikat hendaklah menjalankan pemantauan dan pengukuran ke atas QMS bagi semua proses dan produk akhir yang terlibat. Kaedah pemantauan yang sesuai akan dilaksanakan bagi menentukan proses-proses yang di rancang sentiasa menghasilkan objektif kualiti yang ditetapkan. Sekiranya hasil yang dirancang itu tidak mencapai sasaran, tindakan pembetulan dan pencegahan akan dilaksanakan bagi memastikan pemantauan kepada proses-proses dan sasaran yang dirancang."
MK.OA.01,ketakakuran,10.2 Ketakakuran dan tindakan pembetulan
MK.OA.01,dasar,Pengurusan Syarikat hendaklah mengambil tindakan pembetulan keatas ketidakpatuhan yang dikenalpasti dari semasa ke semasa. Tindakan pembetulan perlu mengenalpasti punca kepada ketidakpatuhan yang dikesan dan tindakan pembetulan perlu diambil dengan segera dan berkesan. Tindakan-tindakan pembetulan akan dilaksanakan berdasarkan keperluan-keperluan berikut;
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah mengambil tindakan pembetulan keatas ketidakpatuhan yang dikenalpasti dari semasa ke semasa. Tindakan pembetulan perlu mengenalpasti punca kepada ketidakpatuhan yang dikesan dan tindakan pembetulan perlu diambil dengan segera dan berkesan. Tindakan-tindakan pembetulan akan dilaksanakan berdasarkan keperluan-keperluan berikut;
MK.OA.01,pelanggan,a. Kajian semula ketidakpatuhan (termasuk aduan pelanggan);
MK.OA.01,rekod,e. Merekodkan hasil-hasil tindakan yang telah diambil; dan
MK.OA.01,dasar,"Pengurusan Syarikat hendaklah mendokumenkan prosedur bagi tindakan pencegahan. Perancangan tindakan pencegahan hendaklah dikenalpasti bagi sesuatu ketidakpatuhan yang telah berlaku untuk menentukan langkah-langkah bagi mencegahnya daripada berulang. Pemantauan yang berterusan ke atas tindakan pencegahan hendaklah dijalankan oleh pengurusan Syarikat. Tindakan Pencegahan hendaklah dilaksanakan berpandukan kepada trend ke atas tindakan pembetulan yang dilaksanakan hasil penilaian dan pemerhatian Audit dalaman, Analisis Aduan Pelanggan dan maklumbalas pelanggan. Tindakan-tindakan pencegahan akan dilaksanakan berdasarkan kepada perkara-perkara berikut:"
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah mendokumenkan prosedur bagi tindakan pencegahan. Perancangan tindakan pencegahan hendaklah dikenalpasti bagi sesuatu ketidakpatuhan yang telah berlaku untuk menentukan langkah-langkah bagi mencegahnya daripada berulang. Pemantauan yang berterusan ke atas tindakan pencegahan hendaklah dijalankan oleh pengurusan Syarikat. Tindakan Pencegahan hendaklah dilaksanakan berpandukan kepada trend ke atas tindakan pembetulan yang dilaksanakan hasil penilaian dan pemerhatian Audit dalaman, Analisis Aduan Pelanggan dan maklumbalas pelanggan. Tindakan-tindakan pencegahan akan dilaksanakan berdasarkan kepada perkara-perkara berikut:"
MK.OA.01,pelanggan,"Pengurusan Syarikat hendaklah mendokumenkan prosedur bagi tindakan pencegahan. Perancangan tindakan pencegahan hendaklah dikenalpasti bagi sesuatu ketidakpatuhan yang telah berlaku untuk menentukan langkah-langkah bagi mencegahnya daripada berulang. Pemantauan yang berterusan ke atas tindakan pencegahan hendaklah dijalankan oleh pengurusan Syarikat. Tindakan Pencegahan hendaklah dilaksanakan berpandukan kepada trend ke atas tindakan pembetulan yang dilaksanakan hasil penilaian dan pemerhatian Audit dalaman, Analisis Aduan Pelanggan dan maklumbalas pelanggan. Tindakan-tindakan pencegahan akan dilaksanakan berdasarkan kepada perkara-perkara berikut:"
MK.OA.01,rekod,d. Merekod semua keputusan berkaitan dengan tindakan pencegahan yang diambil; dan
MK.OA.01,ketakakuran,10.2.2 Ketakakuran dan tindakan pembetulan didokumentasikan sebagai bukti
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah menyediakan prosedur untuk memantau dan mengukur ciri-ciri produk kepada pelanggan untuk memastikan keperluan-keperluan produk telah dipenuhi. Kriteria bagi produk akhir yang dimaksudkan merujuk kepada parameter-parameter berikut:
MK.OA.01,ukur,Pengurusan Syarikat hendaklah menyediakan prosedur untuk memantau dan mengukur ciri-ciri produk kepada pelanggan untuk memastikan keperluan-keperluan produk telah dipenuhi. Kriteria bagi produk akhir yang dimaksudkan merujuk kepada parameter-parameter berikut:
MK.OA.01,pelanggan,Pengurusan Syarikat hendaklah menyediakan prosedur untuk memantau dan mengukur ciri-ciri produk kepada pelanggan untuk memastikan keperluan-keperluan produk telah dipenuhi. Kriteria bagi produk akhir yang dimaksudkan merujuk kepada parameter-parameter berikut:
MK.OA.01,objektif,a. Mencapai objektif kualiti yang ditetapkan; dan
MK.OA.01,pengurusan,Pengurusan Syarikat akan mengenal pasti perubahan risiko dan keperluan tindakan pencegahan dengan memberi tumpuan kepada perubahan risiko yang signifikan. Keutamaan tindakan pencegahan yang dikenal pasti hendaklah berasaskan kepada hasil penilaian risiko.
MK.OA.01,penambahbaikan,10.3 Penambahbaikan berterusan
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah sentiasa menambahbaik keberkesanan QMS dengan berasaskan sumber-sumber berikut;
MK.OA.01,dasar,a. Dasar Kualiti;
MK.OA.01,objektif,b. Objektif Kualiti;
MK.OA.01,pengurusan,g. Kajian Semula Pengurusan.
MK.OA.01,senarai,E. Senarai Induk Dokumen Kualiti (Wajib)
MK.OA.01,senarai,F. Senarai Induk Dokumen Kualiti (Sokongan)
MK.OA.01,senarai,G. Senarai Induk Dokumen Kualiti (Operasi)
MK.OA.01,pengurusan,H. Penilaian dan pengurusan risiko
MK.OA.01,pengurusan,Jadual 2: Penilaian dan pengurusan risiko
MK.OA.01,objektif,"\newpage
 I. Objektif kualiti dan pengukuran"
MK.OA.01,ukur,"\newpage
 I. Objektif kualiti dan pengukuran"
MK.OA.01,objektif,Jadual 3: Objektif kualiti dan pengukuran
MK.OA.01,ukur,Jadual 3: Objektif kualiti dan pengukuran
MK.OA.01,ukur,Jadual 4: Kriteria pengukuran
