Tajuk Perolehan,PTJ,Tarikh Iklan,Tarikh Tutup,Tempoh Berbaki (Hari),Taklimat / Lawatan Tapak,Tindakan
"Sebut Harga  Semula Untuk Bekalan Ubat-Ubatan "" TENECTEPLASE 10,000IU (50MG) INJECTION "" Ke Jabatan Farmasi Dan Bekalan , Hospital Queen Elizabeth ll Untuk Tempoh Dua Belas (12) Bulan.","JKN SABAH HOSPITAL QUEEN ELIZABETH II, UNIT PENTADBIRAN / KEWANGAN / PENGURUSAN",07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
PEMBAIKAN SISTEM ENJIN & GEAR BOX 6 BUAH KENDERAAN PDRM KONTINJEN PAHANG.(54/22),BAHAGIAN KEWANGAN IBU PEJABAT POLIS DIRAJA MALAYSIA KONTINJEN PAHANG,07/07/2022 12:00 PM,15/07/2022 12:00 PM,03,Ya,ui-button
"PERKHIDMATAN MENYEDIAKAN PAMERAN VIRTUAL REALITY TEKNOLOGI AKUAKULTUR SEMPENA MAHA 2022 DI LAMAN PERIKANAN, MAEPS",BAHAGIAN KHIDMAT PENGURUSAN,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
PEROLEHAN PERALATAN PROGRAM PEMESINAN INDUSTRI DI KOLEJ VOKASIONAL KUDAT,KOLEJ VOKASIONAL KUDAT,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
"SEBUTHARGA MEMBEKAL, MEMASANG, MENGUJI DAN MENTAULIAH SATU (1) UNIT C-ARM JABATAN ORTOPEDIK HOSPITAL AMPANG",JKN SELANGOR HOSPITAL AMPANG UNIT PENTADBIRAN/ KEWANGAN/PENGURUSAN,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
PERKHIDMATAN SEWAAN WIFI 12 BLOK PELATIH SELAMA 3 BULAN,MARKAS PEMERINTAHAN PENDIDIKAN DAN LATIHAN TLDM,07/07/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 42 minit,Tidak,ui-button
SEBUT HARGA PERKHIDMATAN KEBERSIHAN BANGUNAN DAN KAWASAN (KBK) DI MAAHAD DINI SULTAN ABDUL HALIM CAWANGAN SIK BAGI TEMPOH KONTRAK MULAI 1 OGOS 2022 HINGGA 31 OGOS 2024 (25 BULAN),PEJABAT PENDIDIKAN DAERAH SIK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
"MEMBEKAL, MENGHANTAR, MENGUJI DAN MENTAULIAH SEBUAH VAN JENAZAH UNTUK KEGUNAAN HOSPITAL SULTAN ISMAIL JOHOR BAHRU",JKN JOHOR HOSPITAL SULTANISMAIL UNIT PENTADBIRAN/ KEWANGAN/PENGURUSAN,07/07/2022 12:00 PM,17/07/2022 12:00 PM,05,Tidak,ui-button
SEBUTHARGA PERKHIDMATAN BEKALAN MAKANAN BERMASAK (BMB) KE ASRAMA SK SG PASIR DI BAWAH SELIAAN PPD SARATOK MULAI OGOS 2022 SEHINGGA OGOS 2024,PEJABAT PENDIDIKAN DAERAH SARATOK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
"PELBAGAI JENIS TARGET KERTAS
91DPOD(BRK-SH)AM/SH/34/2022",91 DEPOT PUSAT ORDNANS,07/07/2022 12:00 PM,15/07/2022 12:00 PM,03,Tidak,ui-button
PERKHIDMATAN MEMASANG “TINTED” LAPISAN PELINDUNG HABA UNTUK BANGUNAN MATRA 3 DI PANGKALAN UDARA GONG KEDAK TAHUN 2022,PANGKALAN UDARA GONG KEDAK,07/07/2022 12:00 PM,13/07/2022 12:00 PM,01,Tidak,ui-button
"Sebut Harga  Semula Untuk Bekalan Ubat-Ubatan "" NUTRIFLEX LIPID PERIPHERAL 1875ML "" Ke Jabatan Farmasi Dan Bekalan , Hospital Queen Elizabeth ll Untuk Tempoh Dua Belas (12) Bulan.","JKN SABAH HOSPITAL QUEEN ELIZABETH II, UNIT PENTADBIRAN / KEWANGAN / PENGURUSAN",07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
"KERJA-KERJA MEMBEKAL, MEMASANG DAN MENTAULIAH PAM AIR MASIN SERAT KELENGKAPAN UNTUK KEGUNAAN HATCERI DI FRI PULAU SAYAK, KEDAH",INSTITUT PENYELIDIKAN PERIKANAN PULAU SAYAK KOTA KUALA MUDA KEDAH,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
SEBUTHARGA SEWAAN MESIN PENYALIN BAGI SEKOLAH-SEKOLAH RENDAH DIBAWAH PENTADBIRAN PPD BEAUFORT SELAMA 24 BULAN,PEJABAT PENDIDIKAN DAERAH BEAUFORT,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
SEBUT HARGA PERKHIDMATAN PEMBAHARUAN LESEN ORACLE UNTUK TEMPOH DUA (2) TAHUN BAGI JABATAN METEOROLOGI MALAYSIA,JABATAN METEOROLOGI MALAYSIA (IBU PEJABAT),07/07/2022 12:00 PM,18/07/2022 12:00 PM,06,Tidak,ui-button
SEBUTHARGA PERKHIDMATAN BEKALAN MAKANAN BERMASAK (BMB) KE ASRAMA SK NG ABU DI BAWAH SELIAAN PPD SARATOK MULAI OGOS 2022 SEHINGGA OGOS 2024,PEJABAT PENDIDIKAN DAERAH SARATOK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
SEBUTHARGA PERKHIDMATAN BEKALAN MAKANAN BERMASAK (BMB) KE ASRAMA SK ENGKUDU DI BAWAH SELIAAN PPD SARATOK MULAI OGOS 2022 SEHINGGA OGOS 2024,PEJABAT PENDIDIKAN DAERAH SARATOK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
"SEBUT HARGA PERKHIDMATAN BEKALAN MAKANAN BERMASAK DI ASRAMA SK SUNGAI TENGI, KUALA KUBU BHARU BAGI TEMPOH OGOS HINGGA DISEMBER 2022 (ANGGARAN HARI PELARASAN: 114 HARI)",JABATAN PENDIDIKAN NEGERI SELANGOR,07/07/2022 12:00 PM,21/07/2022 12:00 PM,9,Ya,ui-button
"PERKHIDMATAN SEWAAN DAN SENGGARA MESIN PENYALIN SERTA BACAAN METER UNTUK KEGUNAAN PUSAT PEMULIHAN PENAGIHAN NARKOTIK BACHOK, KELANTAN DARUL NAIM.",PUSAT PEMULIHAN PENAGIHAN NARKOTIK BACHOK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
"SEBUTHARGA MEMBEKAL SERVER DAN PERKHIDMATAN MENGKAJI, MEREKABENTUK, MEMBANGUN, MENGUJI, MELATIH, MENTAULIAH DAN MENYEDIAKAN TEMPOH JAMINAN SELAMA 12 BULAN BAGI PORTAL RASMI PEJABAT SETIAUSAHA PERSEKUTUAN SABAH (PSUPS)",PEJABAT SETIAUSAHA PERSEKUTUAN SABAH,07/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
SEBUTHARGA PERKHIDMATAN KERJA-KERJA PEMBERSIHAN BANGUNAN DAN LANDSKAP DI KLINIK KESIHATAN REMBIA BAGI TEMPOH DUA(2) TAHUN,JKN MELAKA PEJ KES ALOR GAJAH UNIT PENTADBIRAN/KEWANGAN/PENGURUSAN,07/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Ya,ui-button
SEBUTHARGA PERKHIDMATAN BEKALAN MAKANAN BERMASAK (BMB) KE ASRAMA SK WONG BESI DI BAWAH SELIAAN PPD SARATOK MULAI OGOS 2022 SEHINGGA OGOS 2024,PEJABAT PENDIDIKAN DAERAH SARATOK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
"SEBUT HARGA BAGI MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJI (DI MANA) BERKAITAN PERALATAN BENGKEL ELEKTRONIK KE KOLEJ VOKASIONAL BACHOK TAHUN 2022",KOLEJ VOKASIONAL BACHOK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
SEBUTHARGA PERKHIDMATAN BEKALAN MAKANAN BERMASAK (BMB) KE ASRAMA SK TO' EMAN NYABOR DI BAWAH SELIAAN PPD SARATOK MULAI OGOS 2022 SEHINGGA OGOS 2024,PEJABAT PENDIDIKAN DAERAH SARATOK,07/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
MEMBEKAL DAN MENGHANTAR RANGSUM PUKAL (MINYAK MASAK) BAGI 11 TEMPOH SAJIAN UNTUK KEGUNAAN MAWILLA 1 DAN UNIT NAUNGAN 2022,MARKAS WILAYAH LAUT 1 (MWL 1),06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
PERKHIDMATAN HYGIENE SERICES DAN DIGITAL AIR DEODORIZER (DAD) BAGI MARKAS PEMERINTAHAN PENDIDIKAN DAN LATIHAN TLDM SERTA UNIT BAWAH NAUNGAN,MARKAS PEMERINTAHAN PENDIDIKAN DAN LATIHAN TLDM,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUT HARGA BIL. 10/2022 : PERKHIDMATAN PENYELENGGARAAN DAN PEMBAIKAN KECIL ALAT PEMADAM API DI PPD, PKG DAN SEKOLAH-SEKOLAH DI BAWAH PENTADBIRAN PPD DUNGUN BAGI TAHUN 2022",PEJABAT PENDIDIKAN DAERAH DUNGUN,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUTHARGA PEROLEHAN PERALATAN ACID STORAGE CABINET, BUILD IN FILTER BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS)",BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,06/07/2022 12:00 PM,26/07/2022 12:00 PM,14,Tidak,ui-button
PERKHIDMATAN SEWAAN KOMPUTER DAN PENCETAK BAGI TEMPOH 24 BULAN UNTUK KEGUNAAN PEJABAT KESIHATAN DAERAH KULAI,PEJABAT KESIHATAN DAERAH KULAI JAYA,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
PEROLEHAN REPEATER STATION UNTUK KEGUNAAN MALBATT 850,MARKAS ANGKATAN BERSAMA,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
SEBUTHARGA PEROLEHAN PERALATAN REAL TIME POLYMERASE CHAIN REACTION (RT-PCR) BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS),BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,06/07/2022 12:00 PM,26/07/2022 12:00 PM,14,Tidak,ui-button
PEMBEKALAN DAN PENGHANTARAN CANVAS KENDERAAN JENIS TRAILER VOLVO FM9 DAN TOYOTA HILUX SINGLE CAB 2.4 (MT) UNTUK KEGUNAAN POLIS DIRAJA MALAYSIA,PENGARAH JABATAN LOGISTIK DAN TEKNOLOGI,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
SEBUTHARGA MEMBEKAL PERKHIDMATAN SEWAAN MESIN FOTOSTAT DIGITAL DI INSTITUT PENDIDIKAN GURU KAMPUS KENT TUARAN BAGI TEMPOH DUA (2) TAHUN,INSTITUT PENDIDIKAN GURU KAMPUS KENT,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUTHARGA  MEMBEKAL DAN MENGHANTAR  UBAT ALL-TRANS RETINOIC ACID 100MG CAPSULE DI JABATAN FARMASI, HOSPITAL KLUSTER ( HOSPITAL SULTANAH  BAHIYAH, HOSPITAL JITRA DAN HOSPITAL KUALA NERANG) KEDAH UNTUK TEMPOH 3 TAHUN",JKN KEDAH HOSPITAL ALOR SETAR UNIT PENTADBIRAN/ KEWANGAN/PENGURUSAN,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"PERKHIDMATAN MENCUCI BANGUNAN DAN MEMBERSIH KAWASAN DI KOLEJ KOMUNITI KLUANG, JOHOR",KOLEJ KOMUNITI KLUANG,06/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Ya,ui-button
SEBUT HARGA BAGI PEROLEHAN MEMBEKAL DAN MENGHANTAR ALAT GANTI BAGI KAPAL DAN BOT DI IBU PEJABAT MARITIM NEGERI TERENGGANU,IBU PEJABAT MARITIM NEGERI TERENGGANU,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
SEBUTHARGA MEMBEKAL DAN MENGHANTAR PERABOT KE INSTITUT PENDIDIKAN GURU KAMPUS KENT TUARAN,INSTITUT PENDIDIKAN GURU KAMPUS KENT,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
TENDER PEMBEKALAN DAN PENGHANTARAN ALAT GANTI RADAR CUACA JABATAN METEOROLOGI MALAYSIA,JABATAN METEOROLOGI MALAYSIA (IBU PEJABAT),06/07/2022 12:00 PM,27/07/2022 12:00 PM,15,Tidak,ui-button
PEMBEKALAN RANGSUM PENERBANGAN UNTUK STESEN UDARA MARITIM SUBANG (SUMS) AGENSI PENGUATKUASAAN MARITIM MALAYSIA UNTUK TEMPOH 24 BULAN (2 TAHUN) BERMULA 01 JANUARI 2023 SEHINGGA 31 DISEMBER 2024 BAGI TAHUN 2022,AGENSI PENGUATKUASAAN MARITIM MALAYSIA,06/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"SEBUT HARGA PERKHIDMATAN PENYELENGARAAN KUMBAHAN KEDIAMAN PEGAWAI,KEDIAMAN ANGGOTA BLOK ""A"" BLOK ""B"" DAN BANGUNAN PENTADBIRAN DI IPD LUBOK ANTU DAN BALAI POLIS ENGKELILI BAGI TEMPOH 24 BULAN(2 TAHUN)",KETUA POLIS DAERAH LUBOK ANTU,06/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Ya,ui-button
"SEBUT HARGA PEROLEHAN PEMBELIAN ALAT GANTI UNTUK PERALATAN TEKNIKAL ICT BAHAGIAN PERISIKAN, SURUHANJAYA PENCEGAHAN RASUAH MALAYSIA BAGI TAHUN 2022",IBU PEJABAT SURUHANJAYA PENCEGAHAN RASUAH MALAYSIA PUTRAJAYA,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUT HARGA MEMBEKAL DAN MENGHANTAR PAKAIAN DALAM WANITA DAN TUALA WANITA UNTUK KEGUNAAN BANDUAN WANITA DI PENJARA SEBERANG PERAI , PULAU PINANG.",PENJARA SEBERANG PERAI,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
SEBUT HARGA PEMBELIAN PAKAIAN KONTIGEN PASUKAN MAJLIS SUKAN SEKOLAH-SEKOLAH WILAYAH PERSEKUTUAN LABUAN (MSSWPL) TAHUN 2022,JABATAN PENDIDIKAN WILAYAH PERSEKUTUAN LABUAN,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
TENDER PERKHIDMATAN KAWALAN KESELAMATAN TANPA SENJATA API DI PERPUSTAKAAN NEGARA MALAYSIA UNTUK TEMPOH DUA (2) TAHUN,JABATAN PERPUSTAKAAN NEGARA MALAYSIA,06/07/2022 12:00 PM,27/07/2022 12:00 PM,15,Tidak,ui-button
SEBUT HARGA MEMBEKAL DAN MENGHANTAR TONER & INK CATRIDGE KE HOSPITAL QUEEN ELIZABETH KOTA KINABALU BAGI TAHUN 2022-2023,JKN SABAH HOSPITAL QUEEN ELIZABETH KOTA KINABALU UNIT,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG MENGUJI DAN MENTAULIAH SATU (1) UNIT FULL SLEEP STUDY POLYSOMNOGRAPHY (PSG) DEVICE JABATAN PEDIATRIK,  HOSPITAL PULAU PINANG",JKN PULAU PINANG HOSPITAL PULAU PINANG UNIT,06/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJILARI DAN MENTAULIAH SATU (1) UNIT LIGHT CYCLER DI INSTITUT PENYELIDIKAN PERUBATAN (IMR), INSTITUT KESIHATAN NEGARA (NIH), SETIA ALAM, SELANGOR",INSTITUT KESIHATAN NEGARA - CAWANGAN PENGURUSAN/KEWANGAN/PENTADBIRAN,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"MEMBEKAL,MENGHANTAR, MEMASANG DAN MENTAULIAH PERALATAN PERUBATAN SYSTEM 8 STERNUM SAW (BATTERY OPERATED) KE JABATAN KARDIOTORASIK HOSPITAL TENGKU AMPUAN AFZAN KUANTAN","HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN",06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"PERKHIDMATAN KAWALAN KESELAMATAN BERSENJATA API DAN CASH IN TRANSIT (C.I.T.) DI JABATAN KASTAM DIRAJA MALAYSIA, BINTULU SARAWAK UNTUK TEMPOH DUA (2) TAHUN","JABATAN KASTAM DIRAJA MALAYSIA, BAHAGIAN BINTULU",06/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Ya,ui-button
"SEBUT HARGA PERKHIDMATAN PENGANGKUTAN, MEMBEKAL KOTAK DAN KERJA-KERJA MEMBUKA,MENGANGKUT, MEMINDAH, MEMASANG DAN MENYUSUN SEMULA KELENGKAPAN PEJABAT,ASET, FAIL, DOKUMEN , PERALATAN ICT DAN BARANG-BARANG LAIN YANG BERKAITAN UNTUK SURUHANJAYA PENCEGAHAN RASUAH MALAYSIAN NEGERI SELANGOR CAWANGAN KLANG.",SURUHANJAYA PENCEGAHAN RASUAH MALAYSIA NEGERI SELANGOR,06/07/2022 12:00 PM,20/07/2022 12:00 PM,8,Ya,ui-button
"MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGUR, MENGUJI, MENTAULIAH DAN MENYELENGGARA WEB APPLICATION FIREWALL (WAF) BAGI PUSAT DATA IBU PEJABAT JABATAN PENGANGKUTAN JALAN MALAYSIA (JPJ) BAGI TEMPOH TIGA (3) TAHUN",JABATAN PENGANGKUTAN JALAN IBU PEJABAT,06/07/2022 12:00 PM,27/07/2022 12:00 PM,15,Tidak,ui-button
"SEBUT HARGA  PERKHIDMATAN PENGHASILAN KLIP VIDEO BAHAN BANTU MENGAJAR KSSM REKA BENTUK DAN TEKNOLOGI (RBT), KSSR RBT (SEMAKAN 2017) DAN KSSM REKA CIPTA (RC) BERKAITAN IR 4.0 DI BAHAGIAN PEMBANGUNAN KURIKULUM (BPK) TAHUN 2022",BAHAGIAN PEMBANGUNAN KURIKULUM,06/07/2022 12:00 PM,16/07/2022 12:00 PM,4,Tidak,ui-button
SEBUT HARGA BAGI PEMBEKALAN DAN PENGHANTARAN TONER PELBAGAI JENIS MESIN PENCETAK DI IBU PEJABAT JABATAN PENDAFTARAN PERTUBUHAN MALAYSIA PUTRAJAYA TAHUN 2022,JABATAN PENDAFTARAN PERTUBUHAN MALAYSIA IBU PEJABAT,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
SEBUTHARGA MEMBEKAL DAN MENGHANTAR WARMER INFANT MOBILE KE HOSPITAL TANJONG KARANG,JKN SELANGOR HOSPITAL TG KARANG UNIT PENTABDIRAN/ KEWANGAN/PENGURUSAN,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"MEMBEKAL, MENGHANTAR, MEMASANG DAN MENTAULIAH PERALATAN VENTILATOR TRANSPORT INFANT(1.5KG) KE FASILITI KESIHATAN PAHANG","HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN",06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUT HARGA MEMBEKAL DAN MENGHANTAR REAGEN DAN KONSUMABEL BESERTA INSTRUMENT PLACEMENT SECARA COST PER REPORTABLE (CPR) BAGI UJIAN ERYTHROCYTE SEDIMENTATION RATE (ESR) DI UNIT HEMATOLOGI, JABATAN PATOLOGI, HOSPITAL PAKAR SULTANAH FATIMAH, MUAR, JOHOR BAGI TEMPOH TIGA (3) TAHUN",JKN JOHOR HOSPITAL PAKAR SULTANAH FATIMAH UNIT PENTADBIRAN/KEWANGAN/,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"MEMBEKAL, MENGHANTAR, MEMASANG DAN MENTAULIAH PERALATAN ULTRASOUND MACHINE WITH 3 PROBES (CONVEX/LINER/SECTOR) KE FASILITI KESIHATAN PAHANG","HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN",06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MENGHANTAR DAN MENYUSUNATUR BAHAN ALAT BANTU MENGAJAR PROGRAM SEPENUH MASA DAN JANGKA PENDEK PdP BAGI PROGRAM SIJIL PENYELENGGARAAN BANGUNAN (SPB) DAN SIJIL TEKNOLOGI PEMBINAAN BANGUNAN (STP) BAGI TEMPOH 12 BULAN DI KOLEJ KOMUNITI BANDAR PENAWAR",KOLEJ KOMUNITI BANDAR PENAWAR,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUTHARGA MEMBEKAL, MENGHANTAR, MENGUJI DAN MENTAULIAH PELBAGAI JENIS PATIENT MONITOR KE HOSPITAL TANJONG KARANG",JKN SELANGOR HOSPITAL TG KARANG UNIT PENTABDIRAN/ KEWANGAN/PENGURUSAN,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"MEMBEKAL, MENGHANTAR, MEMASANG DAN MENTAULIAH PERALATAN DEFEBRILLATOR C/W ADULT & PEADIATRIC PADDLES KE FASILITI KESIHATAN PAHANG","HOSPITAL TENGKU AMPUAN AFZAN, KUANTAN",06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"SEBUTHARGA BAGI PERKHIDMATAN MENGUKUR, MENJAHIT DAN MENGHANTAR PAKAIAN SERAGAM UNTUK PEGAWAI PENGUATKUASA KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN HAL EHWAL PENGGUNA NEGERI SEMBILAN BAGI TAHUN 2022",KPDNHEP NEGERI SEMBILAN,06/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
PEMBEKALAN SERBUK MINUMAN MALT COKLAT SOFTPACK UNTUK PENDERMA DARAH DI PUSAT DARAH NEGARA BAGI TEMPOH 3 TAHUN,PUSAT DARAH NEGARA PEJABAT PENGARAH UNIT PENTADBIRAN,06/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
PEMBAIKAN MESIN FLUOROSCOPIC SYSTEM (X-RAY C-ARM) JABATAN RADIOLOGI 96 HOSPITAL ANGKATAN TENTERA,96 HOSPITAL ANGKATAN TENTERA (HAT) LUMUT PERAK,06/07/2022 12:00 PM,21/07/2022 12:00 PM,9,Ya,ui-button
"MEMBEKAL DAN MENGHANTAR BAHAN LUAK BAGI KEPERLUAN PROGRAM SKE, DSL & UNIT PENYELENGGARAAN",KOLEJ KOMUNITI KUALA LANGAT,06/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
PEMBEKALAN UBAT HUMAN NORMAL GLOBULIN 2.5G/50ML INJECTION BAGI TEMPOH SATU (1) TAHUN KE HOSPITAL PAKAR SULTANAH FATIMAH MUAR,JKN JOHOR HOSPITAL PAKAR SULTANAH FATIMAH UNIT PENTADBIRAN/KEWANGAN/,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
PEMBEKALAN UBAT HUMAN ALBUMIN 20% BAGI TEMPOH SATU (1) TAHUN KE HOSPITAL PAKAR SULTANAH FATIMAH MUAR JOHOR,JKN JOHOR HOSPITAL PAKAR SULTANAH FATIMAH UNIT PENTADBIRAN/KEWANGAN/,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
SEBUT HARGA PERKHIDMATAN SEWAAN MESIN FOTOSTAT KOLEJ VOKASIONAL BEAUFORT MULAI 01.08.2022 SEHINGGA 31.07.2024,KOLEJ VOKASIONAL BEAUFORT,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"PERKHIDMATAN PEMBERSIHAN BANGUNAN PEJABAT & PENYELENGGARAAN LANSKAP DALAM KAWASAN PEJABAT JABATAN KASTAM DIRAJA MALAYSIA, JALAN JERAGAN DAN JALAN SHAHBANDAR, PERKHIDMATAN MEMBERSIH & PENYELENGGARAAN LANSKAP KAWASAN PERUMAHAN KASTAM, JALAN KLUANG DAN PEMBERSIHAN & PENYELENGGARAAN TANAH DI JALAN TIMAH SARI, JABATAN KASTAM DIRAJA MALAYSIA BATU PAHAT, JOHOR TAHUN 2022","JABATAN KASTAM DIRAJA MALAYSIA, STESEN BATU PAHAT",06/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Ya,ui-button
PEROLEHAN LANGGANAN PERISIAN ADOBE CREATIVE CLOUD FOR TEAMS ALL APPS ENTERPRISE TERM LICENSE AGREEMENT  (ETLA) UNTUK KEGUNAAN BAHAGIAN DAN AGENSI DI KEMENTERIAN PENDIDIKAN MALAYSIA (KPM),BAHAGIAN PEROLEHAN,06/07/2022 12:00 PM,27/07/2022 12:00 PM,15,Tidak,ui-button
"TAWARAN MEMBEKAL DAN MENGHANTAR BAHAN MAKANAN MENTAH BASAH DAN KERING KE HOSPITAL QUEEN ELIZABETH, JABATAN KESIHATAN NEGERI SABAH BAGI TEMPOH EMPAT (4) BULAN.",JKN SABAH PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI SABAH (PENGURUSAN),06/07/2022 12:00 PM,20/07/2022 12:00 PM,8,Tidak,ui-button
"SEBUT HARGA PERKHIDMATAN PENYEWAAN PERALATAN VIDEO CONFERENCE DAN LCD PROJECTOR BAGI TEMPOH 24 BULAN DI BAHAGIAN PERANCANGAN, KEMENTERIAN KESIHATAN MALAYSIA",IBU PEJABAT KEMENTERIAN BAHAGIAN PERANCANG PEJABAT AM,06/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"PERKHIDMATAN PENYEWAAN DAN PENYELENGGARAAN MESIN PENAPIS AIR DI KOMPLEKS PENJARA KLUANG, JOHOR",PENJARA KLUANG JOHOR,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"TAWARAN MEMBEKAL DAN MENGHANTAR BAHAN MAKANAN MENTAH BASAH DAN KERING KE HOSPITAL TAMBUNAN, JABATAN KESIHATAN NEGERI SABAH BAGI TEMPOH TIGA (3) TAHUN.",JKN SABAH PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI SABAH (PENGURUSAN),06/07/2022 12:00 PM,03/08/2022 12:00 PM,22,Ya,ui-button
MEMBEKAL PERKHIDMATAN PENYEDIAAN MAKANAN DI INSTITUT PENDIDIKAN GURU KAMPUS KENT (KAMPUS BAHARU) BAGI TEMPOH DUA (2) TAHUN,INSTITUT PENDIDIKAN GURU KAMPUS KENT,06/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
PEROLEHAN ANTI FLASH GEAR (HOOD AND GLOVE),DEPOT BANTUAN BARAT,06/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
PEROLEHAN PAKAIAN RENANG LELAKI DAN WANITA,DEPOT BANTUAN BARAT,06/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
